date,fees_eth,winning_ticket_transfers
2022-07-08,0.58322119012,16
2022-07-09,0.793588891,30
2022-07-10,0.45098375236,24
2022-07-11,0.6617099750800001,27
2022-07-12,0.55433580224,21
2022-07-13,0.68554892244,22
2022-07-14,0.7265269246,29
2022-07-15,0.50251147296,20
2022-07-16,0.59778312332,25
2022-07-17,0.44221074176,21
2022-07-18,0.5889860658,28
2022-07-19,0.61714576468,31
2022-07-20,0.1641304538,8
2022-07-21,0.34221922696,10
2022-07-22,0.4884725694,23
2022-07-23,0.46507266388,29
2022-07-24,0.56466007748,34
2022-07-25,0.49759603132,31
2022-07-26,0.64835955388,28
2022-07-27,0.7001081192,32
2022-07-28,0.85620959372,33
2022-07-29,0.44312386088,22
2022-07-30,0.74366177916,48
2022-07-31,0.33092783568,27
2022-08-01,0.6353510576,43
2022-08-02,0.81832517536,41
2022-08-03,0.58642412664,38
2022-08-04,0.4748597886,28
2022-08-05,0.57010095756,34
2022-08-06,0.65298951348,44
2022-08-07,0.55851088164,47
2022-08-08,0.59206320796,37
2022-08-09,0.77965549868,36
2022-08-10,0.62417080696,29
2022-08-11,0.32466014292,10
2022-08-12,0.54336662128,24
2022-08-13,0.67600206104,35
2022-08-14,0.86426954948,51
2022-08-15,0.40039192436,20
2022-08-16,0.88572874836,39
2022-08-17,0.53419043616,29
2022-08-18,0.64010917768,30
2022-08-19,0.51713066916,29
2022-08-20,0.64996313464,37
2022-08-21,0.50179195432,36
2022-08-22,0.58382771348,40
2022-08-23,0.38200845652,23
2022-08-24,0.6423833574,43
2022-08-25,0.43374298736,27
2022-08-26,0.52815358044,26
2022-08-27,0.63570652832,32
2022-08-28,0.8366428898,73
2022-08-29,0.6620788432,34
2022-08-30,0.5639616152,30
2022-08-31,0.53572927736,33
2022-09-01,0.6935,59
2022-09-02,0.5275,45
2022-09-03,0.5335,45
2022-09-04,0.6194979797979798,53
2022-09-05,0.7745,66
2022-09-06,0.7924979797979799,67
2022-09-07,0.646,54
2022-09-08,0.516,44
2022-09-09,0.552,46
2022-09-10,0.41050000000000003,35
2022-09-11,0.462,39
2022-09-12,0.384,32
2022-09-13,0.5,42
2022-09-14,0.808,68
2022-09-15,0.73,61
2022-09-16,1.08,91
2022-09-17,0.876,74
2022-09-18,0.74,62
2022-09-19,0.912,77
2022-09-20,0.86,72
2022-09-21,1.294,109
2022-09-22,1.5,126
2022-09-23,1.21,102
2022-09-24,1.246,105
2022-09-25,1.238,104
2022-09-26,1.182,99
2022-09-27,1.162,97
2022-09-28,1.0152,88
2022-09-29,1.042,87
2022-09-30,1.0202,88
2022-10-01,1.4748,125
2022-10-02,1.2082,104
2022-10-03,1.1608,99
2022-10-04,1.176,100
2022-10-05,0.8805000000000001,76
2022-10-06,0.9296,83
2022-10-07,1.0644,94
2022-10-08,1.0485,90
2022-10-09,0.8340000000000001,72
2022-10-10,1.1214,101
2022-10-11,1.3015,115
2022-10-12,1.1464,102
2022-10-13,1.1069,97
2022-10-14,1.1036,101
2022-10-15,0.9446,87
2022-10-16,1.0764,103
2022-10-17,0.917,84
2022-10-18,1.2234,112
2022-10-19,0.9388,86
2022-10-20,0.8511,82
2022-10-21,0.876,81
2022-10-22,0.9295,82
2022-10-23,1.1358000000000001,109
2022-10-24,1.1212,103
2022-10-25,1.0710520000000001,101
2022-10-26,1.2707,118
2022-10-27,0.9234,88
2022-10-28,0.768,69
2022-10-29,0.6758000000000001,63
2022-10-30,0.8317,78
2022-10-31,0.5585,55
2022-11-01,0.6294,56
2022-11-02,0.61,52
2022-11-03,0.9096,80
2022-11-04,1.3588,123
2022-11-05,1.7178,150
2022-11-06,1.456,128
2022-11-07,1.528,141
2022-11-08,1.7179024,167
2022-11-09,1.5136,159
2022-11-10,1.5441523000000001,157
2022-11-11,1.7784,179
2022-11-12,1.1408,105
2022-11-13,1.125,108
2022-11-14,0.9314242424242425,90
2022-11-15,1.629,164
2022-11-16,1.949,193
2022-11-17,1.9595,188
2022-11-18,1.917,194
2022-11-19,2.1121,210
2022-11-20,2.1061,205
2022-11-21,1.607,158
2022-11-22,0.795,78
2022-11-23,0.8795000000000001,88
2022-11-24,1.0029000000000001,106
2022-11-25,0.7599,77
2022-11-26,0.9024,94
2022-11-27,0.9459,98
2022-11-28,0.9246,90
2022-11-29,0.97,102
2022-11-30,0.9105984848484848,100
2022-12-01,0.7795707070707071,82
2022-12-02,0.88575,88
2022-12-03,0.9812500000000001,108
2022-12-04,0.9615,105
2022-12-05,0.9466,110
2022-12-06,0.7495,74
2022-12-07,0.86355,90
2022-12-08,1.06915,107
2022-12-09,0.7627,72
2022-12-10,0.63325,64
2022-12-11,0.34675,36
2022-12-12,0.4122,44
2022-12-13,0.39440000000000003,38
2022-12-14,0.50015,46
2022-12-15,0.5541,51
2022-12-16,0.43155,44
2022-12-17,0.34600000000000003,33
2022-12-18,0.40515,42
2022-12-19,0.466,45
2022-12-20,0.4838,48
2022-12-21,0.598,59
2022-12-22,0.5575,55
2022-12-23,0.5294,52
2022-12-24,0.45613,44
2022-12-25,0.32542,31
2022-12-26,0.39094,40
2022-12-27,0.29268,30
2022-12-28,0.35175,34
2022-12-29,0.41044,41
2022-12-30,0.40554,40
2022-12-31,0.3739,39
2023-01-01,0.4349,40
2023-01-02,0.4049,42
2023-01-03,0.37565,39
2023-01-04,0.35884,36
2023-01-05,0.3649,36
2023-01-06,0.5245,50
2023-01-07,0.4657,52
2023-01-08,0.3634,38
2023-01-09,0.6023000000000001,61
2023-01-10,0.7521,80
2023-01-11,0.7139,79
2023-01-12,0.6024,65
2023-01-13,0.6179,72
2023-01-14,0.652,64
2023-01-15,0.6094,69
2023-01-16,0.4767,58
2023-01-17,0.5099,63
2023-01-18,0.56039,58
2023-01-19,0.500197,55
2023-01-20,0.3933,44
2023-01-21,0.35337,41
2023-01-22,0.37894,41
2023-01-23,0.3945,43
2023-01-24,0.85645,102
2023-01-25,2.7897807,311
2023-01-26,0.39649,46
2023-01-27,0.44395,47
2023-01-28,0.3868697,40
2023-01-29,0.6052899,56
2023-01-30,0.5,47
2023-01-31,0.5452184,49
2023-02-01,0.4324,42
2023-02-02,0.56849,55
2023-02-03,0.49464,50
2023-02-04,0.68048,65
2023-02-05,0.69749,66
2023-02-06,0.636,62
2023-02-07,0.69589,68
2023-02-08,0.5,47
2023-02-09,0.48048,49
2023-02-10,0.7126212121212121,71
2023-02-11,0.6216010101010101,61
2023-02-12,0.6868020202020202,68
2023-02-13,0.59629,65
2023-02-14,0.4655312,53
2023-02-15,0.38482424242424246,41
2023-02-16,0.38923232323232326,39
2023-02-17,0.48404,48
2023-02-18,0.523,50
2023-02-19,0.64579,61
2023-02-20,0.3805,40
2023-02-21,0.9302400000000001,91
2023-02-22,1.28948,134
2023-02-23,0.85319,89
2023-02-24,0.78443,77
2023-02-25,1.14859,106
2023-02-26,1.0824500000000001,103
2023-02-27,0.89,82
2023-02-28,0.8409300000000001,79
2023-03-01,1.35766,134
2023-03-02,0.89809,87
2023-03-03,0.62699,58
2023-03-04,0.587,53
2023-03-05,0.513,46
2023-03-06,0.55259,57
2023-03-07,0.63709,70
2023-03-08,0.6219,56
2023-03-09,0.716234,69
2023-03-10,0.67153,65
2023-03-11,0.783,76
2023-03-12,0.83359,77
2023-03-13,0.54635,55
2023-03-14,0.6885932,71
2023-03-15,0.7157,64
2023-03-16,0.66879,64
2023-03-17,0.817692,80
2023-03-18,0.6852,65
2023-03-19,0.6792900000000001,62
2023-03-20,0.50085,48
2023-03-21,0.6314,59
2023-03-22,0.43948,43
2023-03-23,0.5484,35
2023-03-24,0.6213532,57
2023-03-25,0.52775,53
2023-03-26,0.41559,43
2023-03-27,0.42699760000000003,40
2023-03-28,0.648770707070707,61
2023-03-29,0.56019,54
2023-03-30,0.3974449494949495,38
2023-03-31,0.5666969696969697,54
2023-04-01,0.5311400000000001,48
2023-04-02,0.5516,52
2023-04-03,0.5504248,49
2023-04-04,0.5334,53
2023-04-05,0.45990000000000003,42
2023-04-06,0.55988,51
2023-04-07,0.41999000000000003,40
2023-04-08,0.61589,56
2023-04-09,0.43170000000000003,39
2023-04-10,0.5399,48
2023-04-11,0.41494050505050506,42
2023-04-12,0.3883748202020202,35
2023-04-13,0.5837942303030303,55
2023-04-14,0.5348010101010101,49
2023-04-15,0.3914302101010101,32
2023-04-16,0.3538,31
2023-04-17,0.37080664242424244,35
2023-04-18,0.4023242424242424,37
2023-04-19,0.3261572,29
2023-04-20,0.5842752,35
2023-04-21,0.3525352,32
2023-04-22,0.46505,42
2023-04-23,0.36799,36
2023-04-24,0.34385,34
2023-04-25,0.4872848,43
2023-04-26,0.4261228,38
2023-04-27,0.4381184,33
2023-04-28,0.3489,33
2023-04-29,0.36605,34
2023-04-30,0.2879621898,25
2023-05-01,0.40339,37
2023-05-02,0.42809,40
2023-05-03,0.5738044,50
2023-05-04,0.3383,32
2023-05-05,0.49495,44
2023-05-06,0.4517,39
2023-05-07,0.398,38
2023-05-08,0.43126525252525255,42
2023-05-09,0.5154,45
2023-05-10,0.54789,48
2023-05-11,0.42584,40
2023-05-12,0.38114,35
2023-05-13,0.31845,29
2023-05-14,0.6455,58
2023-05-15,0.47735,47
2023-05-16,0.4011,37
2023-05-17,0.45964,45
2023-05-18,0.4771,45
2023-05-19,0.3791664,37
2023-05-20,0.46359,42
2023-05-21,0.4045,39
2023-05-22,0.38665,36
2023-05-23,0.3341809090909091,32
2023-05-24,0.447926,42
2023-05-25,0.35525202020202024,34
2023-05-26,0.41098,37
2023-05-27,0.3870010101010101,34
2023-05-28,0.2094050505050505,20
2023-05-29,0.4186070707070707,41
2023-05-30,0.380710101010101,37
2023-05-31,0.48279808080808084,46
2023-06-01,0.4476798505050505,41
2023-06-02,0.30442424242424243,32
2023-06-03,0.3866181818181818,39
2023-06-04,0.3243050505050505,30
2023-06-05,0.4545860606060606,42
2023-06-06,0.4129,36
2023-06-07,0.40889224,43
2023-06-08,0.41828224,38
2023-06-09,0.34600000000000003,37
2023-06-10,0.4240504,44
2023-06-11,0.40950000000000003,40
2023-06-12,0.3294,35
2023-06-13,0.34007672,35
2023-06-14,0.4101232,39
2023-06-15,0.3904,42
2023-06-16,0.4231144,49
2023-06-17,0.43745,49
2023-06-18,0.2976,38
2023-06-19,0.32225,32
2023-06-20,0.3671192,39
2023-06-21,0.2895,35
2023-06-22,0.49594224,54
2023-06-23,0.5312920709090909,65
2023-06-24,0.538741,60
2023-06-25,0.67166236,64
2023-06-26,0.390610815,43
2023-06-27,0.460149965,53
2023-06-28,0.29630927,36
2023-06-29,0.49930927,56
2023-06-30,0.463333955,60
2023-07-01,0.38211854,56
2023-07-02,0.36596236,39
2023-07-03,0.53267472,61
2023-07-04,0.33099085595,38
2023-07-05,0.5500044260715,62
2023-07-06,0.347936540489355,46
2023-07-07,0.5286487486248914,56
2023-07-08,0.3843433306159276,42
2023-07-09,0.41203951023248325,38
2023-07-10,0.4138262352414928,50
2023-07-11,0.4426507751777435,45
2023-07-12,0.42745,44
2023-07-13,0.3117528,33
2023-07-14,0.4258844,47
2023-07-15,0.38975,44
2023-07-16,0.4491,48
2023-07-17,0.50809224,58
2023-07-18,0.5463,55
2023-07-19,0.40395000000000003,44
2023-07-20,0.50108448,48
2023-07-21,0.55245,53
2023-07-22,0.52405,55
2023-07-23,0.5169,49
2023-07-24,0.45838864,46
2023-07-25,0.51325,56
2023-07-26,0.5173,53
2023-07-27,0.6297,70
2023-07-28,0.5462400000000001,61
2023-07-29,0.5044500000000001,55
2023-07-30,0.46824,49
2023-07-31,0.6662,72
2023-08-01,0.4978764,59
2023-08-02,0.646858,69
2023-08-03,0.51723448,63
2023-08-04,0.36595,45
2023-08-05,0.48115,53
2023-08-06,0.7158,73
2023-08-07,0.5361,60
2023-08-08,0.6456000000000001,69
2023-08-09,0.7405883022778982,85
2023-08-10,0.6904026816856267,86
2023-08-11,0.45495437940772854,55
2023-08-12,0.629887187713019,73
2023-08-13,0.6342437734302467,66
2023-08-14,0.6266406979616418,72
2023-08-15,0.71078,71
2023-08-16,0.79269,92
2023-08-17,0.6946568,71
2023-08-18,0.6723,73
2023-08-19,0.7677660000000001,78
2023-08-20,0.6785376,75
2023-08-21,0.65194,70
2023-08-22,0.8448116,73
2023-08-23,0.7532252,77
2023-08-24,0.79512224,76
2023-08-25,0.5935302,58
2023-08-26,0.66815,61
2023-08-27,0.68213,72
2023-08-28,0.8693000000000001,93
2023-08-29,0.7225,73
2023-08-30,0.8040568,76
2023-08-31,0.7725852420012045,82
2023-09-01,0.6131704840024089,66
2023-09-02,0.7466,80
2023-09-03,0.57535,62
2023-09-04,0.6114704840024089,64
2023-09-05,0.6569,68
2023-09-06,0.7638909680048178,80
2023-09-07,0.6081204840024089,60
2023-09-08,0.7281,79
2023-09-09,0.7331,73
2023-09-10,0.7908000000000001,75
2023-09-11,0.8147044,81
2023-09-12,0.7088,73
2023-09-13,0.6264000000000001,64
2023-09-14,0.6541,67
2023-09-15,0.57925,56
2023-09-16,0.6913,72
2023-09-17,0.5049,58
2023-09-18,0.56135,59
2023-09-19,0.52775,51
2023-09-20,0.5537096,56
2023-09-21,0.75155,80
2023-09-22,0.7695500000000001,82
2023-09-23,0.5138,54
2023-09-24,0.7708,80
2023-09-25,0.79515,82
2023-09-26,0.86055,91
2023-09-27,0.7153,78
2023-09-28,0.7373500000000001,81
2023-09-29,0.716,77
2023-09-30,0.5324952000000001,63
2023-10-01,0.8015,87
2023-10-02,0.6206,63
2023-10-03,0.5095500000000001,50
2023-10-04,0.4921,47
2023-10-05,0.67475,67
2023-10-06,0.72995,78
2023-10-07,0.559,59
2023-10-08,0.6714,77
2023-10-09,0.5780500000000001,59
2023-10-10,0.464869696969697,54
2023-10-11,0.3526131313131313,37
2023-10-12,0.3257828282828283,34
2023-10-13,0.2772131313131313,26
2023-10-14,0.28308282828282827,31
2023-10-15,0.3472262626262626,36
2023-10-16,0.279902496969697,31
2023-10-17,0.39212626262626266,41
2023-10-18,0.3749265306122449,43
2023-10-19,0.4849265306122449,47
2023-10-20,0.3008795918367347,32
2023-10-21,0.28048979591836737,30
2023-10-22,0.21638979591836735,26
2023-10-23,0.4019265306122449,46
2023-10-24,0.3545632653061225,32
2023-10-25,0.4398265306122449,44
2023-10-26,0.2741959595959596,32
2023-10-27,0.23895,23
2023-10-28,0.35585,35
2023-10-29,0.3294,34
2023-10-30,0.3862,36
2023-10-31,0.24345656565656565,25
2023-11-01,0.2744,28
2023-11-02,0.168,18
2023-11-03,0.30870000000000003,33
2023-11-04,0.30925,37
2023-11-05,0.3463,40
2023-11-06,0.452,48
2023-11-07,0.2822798,35
2023-11-08,0.2295,21
2023-11-09,0.2705,32
2023-11-10,0.29115,34
2023-11-11,0.24575,31
2023-11-12,0.38413200000000003,43
2023-11-13,0.32399456565656565,37
2023-11-14,0.3458,33
2023-11-15,0.26845656565656567,27
2023-11-16,0.25880000000000003,25
2023-11-17,0.22645656565656566,23
2023-11-18,0.2724565656565657,30
2023-11-19,0.37353026530612243,38
2023-11-20,0.3075,30
2023-11-21,0.20750000000000002,21
2023-11-22,0.30097070707070706,27
2023-11-23,0.26346969696969696,26
2023-11-24,0.3026708,29
2023-11-25,0.31297070707070707,29
2023-11-26,0.254,22
2023-11-27,0.2794,26
2023-11-28,0.24965,23
2023-11-29,0.211,19
2023-11-30,0.18838979591836735,21
2023-12-01,0.2,18
2023-12-02,0.32130000000000003,32
2023-12-03,0.278,24
2023-12-04,0.2314,21
2023-12-05,0.3406,34
2023-12-06,0.39,39
2023-12-07,0.34105,39
2023-12-08,0.50754,52
2023-12-09,0.48921000000000003,50
2023-12-10,0.41243,43
2023-12-11,0.3168988,28
2023-12-12,0.45677,44
2023-12-13,0.33398,33
2023-12-14,0.36967,39
2023-12-15,0.4230408,40
2023-12-16,0.53856,51
2023-12-17,0.50762,45
2023-12-18,0.45117,42
2023-12-19,0.37843000000000004,39
2023-12-20,0.4038,39
2023-12-21,0.397289,37
2023-12-22,0.3229286,31
2023-12-23,0.5178,46
2023-12-24,0.38680000000000003,35
2023-12-25,0.46901,45
2023-12-26,0.4331524,41
2023-12-27,0.500299,48
2023-12-28,0.5031411,47
2023-12-29,0.5799,51
2023-12-30,0.61811,56
2023-12-31,0.5589799,55
2024-01-01,0.45940000000000003,41
2024-01-02,0.43956280000000003,44
2024-01-03,0.656232,54
2024-01-04,0.4974,45
2024-01-05,0.5722,56
2024-01-06,0.6184000000000001,60
2024-01-07,0.5511,54
2024-01-08,0.6179,60
2024-01-09,0.4522,41
2024-01-10,0.396672,42
2024-01-11,0.33690000000000003,29
2024-01-12,0.3554,34
2024-01-13,0.4476,44
2024-01-14,0.3975,41
2024-01-15,0.4391,44
2024-01-16,0.4199,38
2024-01-17,0.47675,46
2024-01-18,0.3013,29
2024-01-19,0.446446,45
2024-01-20,0.441676,44
2024-01-21,0.449646,45
2024-01-22,0.2812,28
2024-01-23,0.403866,42
2024-01-24,0.34,34
2024-01-25,0.343267,38
2024-01-26,0.237267,28
2024-01-27,0.308089,31
2024-01-28,0.3494456,35
2024-01-29,0.287227,29
2024-01-30,0.3947,40
2024-01-31,0.2296,26
2024-02-01,0.33516260000000003,32
2024-02-02,0.3407,36
2024-02-03,0.3440576,35
2024-02-04,0.3104,31
2024-02-05,0.2827526,29
2024-02-06,0.2529,23
2024-02-07,0.227839,25
2024-02-08,0.44906860000000004,45
2024-02-09,0.3272,35
2024-02-10,0.2725,28
2024-02-11,0.385989,41
2024-02-12,0.25880000000000003,25
2024-02-13,0.3292,34
2024-02-14,0.2927,31
2024-02-15,0.41545,47
2024-02-16,0.24468,28
2024-02-17,0.42025,40
2024-02-18,0.35508,34
2024-02-19,0.25819000000000003,27
2024-02-20,0.36008,37
2024-02-21,0.27349,25
2024-02-22,0.28845,33
2024-02-23,0.2253,30
2024-02-24,0.24849,27
2024-02-25,0.31020000000000003,33
2024-02-26,0.24839,27
2024-02-27,0.1466,18
2024-02-28,0.1816172,17
2024-02-29,0.3370668,36
2024-03-01,0.18479,22
2024-03-02,0.2279,24
2024-03-03,0.2384,27
2024-03-04,0.2512,25
2024-03-05,0.2393728,25
2024-03-06,0.4157,41
2024-03-07,0.25228,28
2024-03-08,0.3043,31
2024-03-09,0.2877507070707071,31
2024-03-10,0.26484656565656567,27
2024-03-11,0.22804656565656567,25
2024-03-12,0.2336,64
2024-03-13,0.25958,26
2024-03-14,0.2969836,36
2024-03-15,0.3460588,43
2024-03-16,0.272232,36
2024-03-17,0.33574,38
2024-03-18,0.2048929292929293,30
2024-03-19,0.2685313612121212,123
2024-03-20,0.2333013313131313,217
2024-03-21,0.22007324565656564,218
2024-03-22,0.2510816056565656,217
2024-03-23,0.24916631999999997,211
2024-03-24,0.19295632,161
2024-03-25,0.21227503999999997,181
2024-03-26,0.222067,182
2024-03-27,0.20220948686868687,166
2024-03-28,0.22837675999999998,193
2024-03-29,0.21677464,196
2024-03-30,0.2152171204040404,205
2024-03-31,0.22925514868686866,233
2024-04-01,0.22962944929292928,204
2024-04-02,0.25115763999999996,213
2024-04-03,0.21096391999999997,196
2024-04-04,0.13145624,116
2024-04-05,0.15453508,140
2024-04-06,0.16685,154
2024-04-07,0.12825744,112
2024-04-08,0.16623223999999998,144
2024-04-09,0.16029132,127
2024-04-10,0.15946903999999998,143
2024-04-11,0.12874871999999998,115
2024-04-12,0.10526216,88
2024-04-13,0.08344183999999999,76
2024-04-14,0.11440703999999999,88
2024-04-15,0.08615307999999999,72
2024-04-16,0.09778344,92
2024-04-17,0.11104947999999999,105
2024-04-18,0.10386551999999999,92
2024-04-19,0.142545,95
2024-04-20,0.10512319999999999,95
2024-04-21,0.14317036,141
2024-04-22,0.14224583999999998,135
2024-04-23,0.12706476,148
2024-04-24,0.1398858,114
2024-04-25,0.09859707999999999,76
2024-04-26,0.1397472,110
2024-04-27,0.20104956,166
2024-04-28,0.17574276,158
2024-04-29,0.13954176,129
2024-04-30,0.15695916,128
2024-05-01,0.13430915999999998,100
2024-05-02,0.15004724,131
2024-05-03,0.14095475999999998,120
2024-05-04,0.18806836,173
2024-05-05,0.16574967999999998,142
2024-05-06,0.13053492,112
2024-05-07,0.14643808,128
2024-05-08,0.25655363999999997,155
2024-05-09,0.21757159999999998,192
2024-05-10,0.29944756,224
2024-05-11,0.22394999999999998,192
2024-05-12,0.209,178
2024-05-13,0.17855743999999998,142
2024-05-14,0.1730116,150
2024-05-15,0.13994948,119
2024-05-16,0.15316964565656566,137
2024-05-17,0.17401366626262624,145
2024-05-18,0.1869756,156
2024-05-19,0.1824930387878788,167
2024-05-20,0.168439282020202,129
2024-05-21,0.16385912565656566,137
2024-05-22,0.1728041612121212,159
2024-05-23,0.16458845373737374,101
2024-05-24,0.150104,126
2024-05-25,0.16524098101010098,152
2024-05-26,0.17257264,156
2024-05-27,0.17181591999999998,148
2024-05-28,0.18199971999999998,157
2024-05-29,0.22142885494949494,204
2024-05-30,0.17492454181818182,161
2024-05-31,0.19634272,176
2024-06-01,0.20495696,177
2024-06-02,0.19530635999999998,157
2024-06-03,0.16884171999999997,146
2024-06-04,0.15747956,140
2024-06-05,0.20284467999999997,175
2024-06-06,0.17931271999999998,158
2024-06-07,0.15763059999999998,138
2024-06-08,0.18485632,160
2024-06-09,0.228288,201
2024-06-10,0.19226391999999998,165
2024-06-11,0.1808232,151
2024-06-12,0.19579023999999998,152
2024-06-13,0.20397643999999998,178
2024-06-14,0.1825296,147
2024-06-15,0.18491559999999999,165
2024-06-16,0.18128467999999998,150
2024-06-17,0.19915467999999997,156
2024-06-18,0.17526444,134
2024-06-19,0.18238036,159
2024-06-20,0.2496204,108
2024-06-21,0.1835408,120
2024-06-22,0.14249768,123
2024-06-23,0.1365216,120
2024-06-24,0.13242468,99
2024-06-25,0.1246364,105
2024-06-26,0.14725892,125
2024-06-27,0.14182324,103
2024-06-28,0.18450371999999998,150
2024-06-29,0.14887599999999998,127
2024-06-30,0.156431,136
2024-07-01,0.13602879999999998,118
2024-07-02,0.14818288,131
2024-07-03,0.14541836,119
2024-07-04,0.16033312,130
2024-07-05,0.1881438,149
2024-07-06,0.18805703999999998,157
2024-07-07,0.16058547999999997,137
2024-07-08,0.15761564,113
2024-07-09,0.20289503999999997,170
2024-07-10,0.17588031999999998,145
2024-07-11,0.18353867999999998,134
2024-07-12,0.16752351999999998,147
2024-07-13,0.13599028,115
2024-07-14,0.16971244,147
2024-07-15,0.12349204,101
2024-07-16,0.12979159999999998,105
2024-07-17,0.15796848,116
2024-07-18,0.17459719999999998,117
2024-07-19,0.15886915999999998,111
2024-07-20,0.17100455999999997,144
2024-07-21,0.15018624,110
2024-07-22,0.13966488,119
2024-07-23,0.14495999999999998,117
2024-07-24,0.11858624,98
2024-07-25,0.17092796,120
2024-07-26,0.15044539999999998,129
2024-07-27,0.13653231999999998,115
2024-07-28,0.14353168,125
2024-07-29,0.1457414,121
2024-07-30,0.12415232,100
2024-07-31,0.15017271999999998,131
2024-08-01,0.13461652,105
2024-08-02,0.10394004,88
2024-08-03,0.13644988,95
2024-08-04,0.09576051999999999,72
2024-08-05,0.16475896,33
2024-08-06,0.150243,112
2024-08-07,0.17755996,121
